mien,khu_vuc,tinh,name,name_short,name_global,tax,address,representative,phone,active_date,manage_by,category,status,last_update,conpany_briefcase,career_code,career_name,slug
Miền Trung,Miền Trung,Huế,CHI NHÁNH NHA KHOA HOÀN MỸ ĐN THUỘC CÔNG TY TNHH MTV NHA KHOA THẨM MỸ ĐÀ NẴNG TẠI HUẾ,,,0401546163-001,"583 Lạc Long Quân, Thị Trấn Lăng Cô, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",LÊ VIẾT CƯỜNG,0543874562,2013-10-26,Đội Thuế huyện Phú Lộc,Công ty trách nhiệm hữu hạn ngoài NN,Tạm nghỉ kinh doanh có thời hạn,2025-03-23 03:07:01,"Hoạt động của các phòng khám đa khoa, chuyên khoa và nha khoa",8620,"Hoạt động của các phòng khám đa khoa, chuyên khoa và nha khoa",/0401546163-001-chi-nhanh-nha-khoa-hoan-my-dn-thuoc-cong-ty-tnhh-mtv-nha-khoa-tham-my-da-nang-tai-hue
Miền Trung,Miền Trung,Huế,CÔNG TY CỔ PHẦN DỊCH VỤ DU LỊCH ĐƯỜNG SẮT ĐÔNG DƯƠNG - CHI NHÁNH LĂNG CÔ,INDOCHINA RAIL - LANG CO BRANCH,INDOCHINA RAIL TOURIST SERVICE JOINT STOCK COMPANY - LANG CO BRANCH,0310620412-001,"Số 86M Trịnh Tố Tâm, Thị Trấn Lăng Cô, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",PIETER ADRIANUS VAN DER HOEVEN,,2018-07-11,Thành phố Huế - VP Chi cục Thuế khu vực XII,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2025-03-22 08:33:01,Đại lý du lịch,"4690, 4799, 5510, 5610, 5629, 7911, 7912","Bán buôn tổng hợp, Bán lẻ hình thức khác chưa được phân vào đâu, Dịch vụ lưu trú ngắn ngày, Nhà hàng và các dịch vụ ăn uống phục vụ lưu động, Dịch vụ ăn uống khác, Đại lý du lịch, Điều hành tua du lịch",/0310620412-001-cong-ty-co-phan-dich-vu-du-lich-duong-sat-dong-duong-chi-nhanh-lang-co
Miền Trung,Miền Trung,Huế,CÔNG TY TNHH TINH DẦU GIA BẢO,,,3301626999,"Đường Lạc Long Quân, Tổ Loan Lý, Thị Trấn Lăng Cô, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",Nguyễn Thị ái Nhi,,2018-05-10,Đội Thuế huyện Phú Lộc,Công ty trách nhiệm hữu hạn ngoài NN,Ngừng hoạt động và đã đóng MST,2025-03-21 19:12:01,Bán buôn đồ dùng khác cho gia đình,"1040, 1062, 2023, 2029, 4632, 4649, 4690, 4772, 4791, 4932, 5229, 7710, 7911, 7912, 7920","Sản xuất dầu, mỡ động, thực vật, Sản xuất tinh bột và các sản phẩm từ tinh bột, Sản xuất mỹ phẩm, xà phòng, chất tẩy rửa, làm bóng và chế phẩm vệ sinh, Sản xuất sản phẩm hoá chất khác chưa được phân vào đâu, Bán buôn thực phẩm, Bán buôn đồ dùng khác cho gia đình, Bán buôn tổng hợp, Bán lẻ thuốc, dụng cụ y tế, mỹ phẩm và vật phẩm vệ sinh trong các cửa hàng chuyên doanh, Bán lẻ theo yêu cầu đặt hàng qua bưu điện hoặc internet, Vận tải hành khách đường bộ khác, Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải, Cho thuê xe có động cơ, Đại lý du lịch, Điều hành tua du lịch, Dịch vụ hỗ trợ liên quan đến quảng bá và tổ chức tua du lịch",/3301626999-cong-ty-tnhh-tinh-dau-gia-bao
Miền Trung,Miền Trung,Huế,CHI NHÁNH CÔNG TY TNHH BẤT ĐỘNG SẢN PHONG HUY,,,0313380254-001,"499 Lạc Long Quân, Thị Trấn Lăng Cô, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",NGÔ THỊ MỸ HẠNH,0234 3873542,2017-10-27,Đội Thuế huyện Phú Lộc,Công ty trách nhiệm hữu hạn ngoài NN,Không hoạt động tại địa chỉ đã đăng ký,2025-03-21 16:18:01,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","3290, 4610, 4633, 4669, 4773, 4932, 5229, 5510, 5610, 5621, 6810, 7310, 7420, 8230, 8299, 9103, 9311, 9312, 9329, 9610, 9631","Sản xuất khác chưa được phân vào đâu, Đại lý, môi giới, đấu giá, Bán buôn đồ uống, Bán buôn chuyên doanh khác chưa được phân vào đâu, Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh, Vận tải hành khách đường bộ khác, Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải, Dịch vụ lưu trú ngắn ngày, Nhà hàng và các dịch vụ ăn uống phục vụ lưu động, Cung cấp dịch vụ ăn uống theo hợp đồng không thường xuyên với khách hàng (phục vụ tiệc, hội họp, đám cưới...), Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê, Quảng cáo, Hoạt động nhiếp ảnh, Tổ chức giới thiệu và xúc tiến thương mại, Hoạt động dịch vụ hỗ trợ kinh doanh khác còn lại chưa được phân vào đâu, Hoạt động của các vườn bách thảo, bách thú và khu bảo tồn tự nhiên, Hoạt động của các cơ sở thể thao, Hoạt động của các câu lạc bộ thể thao, Hoạt động vui chơi giải trí khác chưa được phân vào đâu, Dịch vụ tắm hơi, massage và các dịch vụ tăng cường sức khoẻ tương tự (trừ hoạt động thể thao), Cắt tóc, làm đầu, gội đầu",/0313380254-001-chi-nhanh-cong-ty-tnhh-bat-dong-san-phong-huy
Miền Trung,Miền Trung,Huế,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN HUY NGUYỄN - CHI NHÁNH PHÚ LỘC,CTY TNHH MTV HUY NGUYỄN - CN PHÚ LỘC,,3301236903-001,"400 lạc Long Quân, Thị Trấn Lăng Cô, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",TÔN THẤT HIỀN,0968462222,2016-03-28,Đội Thuế huyện Phú Lộc,Công ty trách nhiệm hữu hạn ngoài NN,Không hoạt động tại địa chỉ đã đăng ký,2025-03-21 15:19:01,Hoạt động viễn thông khác,"6190, 9329","Hoạt động viễn thông khác, Hoạt động vui chơi giải trí khác chưa được phân vào đâu",/3301236903-001-cong-ty-trach-nhiem-huu-han-mot-thanh-vien-huy-nguyen-chi-nhanh-phu-loc
Miền Trung,Miền Trung,Huế,PETROLIMEX - CỬA HÀNG 07 TRỰC THUỘC CÔNG TY XĂNG DẦU THỪA THIÊN HUẾ,,,3300100988-024,"Thôn An Cư Tây, Thị Trấn Lăng Cô, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",TRẦN VIẾT TRUNG,02343822204,2011-04-15,Cục Thuế Tỉnh TT-Huế,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2024-06-20 01:09:31,"Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan",4661,"Bán buôn nhiên liệu rắn, lỏng, khí và các sản phẩm liên quan",/3300100988-024-petrolimex-cua-hang-07-truc-thuoc-cong-ty-xang-dau-thua-thien-hue
Miền Trung,Miền Trung,Huế,CÔNG TY TNHH LACOLAND,"LACOLAND CO.,LTD",LACOLAND COMPANY LIMITED,3301621366,"495A Lạc Long Quân, Thị Trấn Lăng Cô, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",TRẦN HOÀI,,2018-01-05,Đội Thuế huyện Phú Lộc,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2025-03-18 11:59:01,Đại lý du lịch,"5510, 5610, 5621, 5630, 5820, 6201, 6202, 6209, 6820, 7020, 7911, 7990","Dịch vụ lưu trú ngắn ngày, Nhà hàng và các dịch vụ ăn uống phục vụ lưu động, Cung cấp dịch vụ ăn uống theo hợp đồng không thường xuyên với khách hàng (phục vụ tiệc, hội họp, đám cưới...), Dịch vụ phục vụ đồ uống, Xuất bản phần mềm, Lập trình máy vi tính, Tư vấn máy vi tính và quản trị hệ thống máy vi tính, Hoạt động dịch vụ công nghệ thông tin và dịch vụ khác liên quan đến máy vi tính, Tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất, Hoạt động tư vấn quản lý, Đại lý du lịch, Dịch vụ đặt chỗ và các dịch vụ hỗ trợ liên quan đến quảng bá và tổ chức tua du lịch",/3301621366-cong-ty-tnhh-lacoland
Miền Trung,Miền Trung,Huế,CHI NHÁNH MIỀN TRUNG CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ XÂY DỰNG Á ĐÔNG TẠI HUẾ,,,0101411687-006,"TDP An Cư Tân, Thị Trấn Lăng Cô, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN THỊ THU THỦY,,2018-03-21,Đội Thuế huyện Phú Lộc,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2025-05-24 06:56:01,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng","1010, 1020, 1030, 1050, 1075, 1080, 1621, 1622, 1811, 1812, 2023, 4100, 4210, 4220, 4290, 4311, 4312, 4330, 4390, 4511, 4512, 4530, 4541, 4543, 4620, 4632, 4641, 4649, 4652, 4659, 4663, 4711, 4722, 4752, 4772, 4773, 4932, 4933, 5610, 6492, 6619, 7020, 7110, 7120, 7310, 7320, 7490, 7920, 8230, 8299, 8531, 8541, 8542, 8559, 8560","Chế biến, bảo quản thịt và các sản phẩm từ thịt, Chế biến, bảo quản thuỷ sản và các sản phẩm từ thuỷ sản, Chế biến và bảo quản rau quả, Chế biến sữa và các sản phẩm từ sữa, Sản xuất món ăn, thức ăn chế biến sẵn, Sản xuất thức ăn gia súc, gia cầm và thuỷ sản, Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác, Sản xuất đồ gỗ xây dựng, In ấn, Dịch vụ liên quan đến in, Sản xuất mỹ phẩm, xà phòng, chất tẩy rửa, làm bóng và chế phẩm vệ sinh, Xây dựng nhà các loại, Xây dựng công trình đường sắt và đường bộ, Xây dựng công trình công ích, Xây dựng công trình kỹ thuật dân dụng khác, Phá dỡ, Chuẩn bị mặt bằng, Hoàn thiện công trình xây dựng, Hoạt động xây dựng chuyên dụng khác, Bán buôn ô tô và xe có động cơ khác, Bán lẻ ô tô con (loại 12 chỗ ngồi trở xuống), Bán phụ tùng và các bộ phận phụ trợ của ô tô và xe có động cơ khác, Bán mô tô, xe máy, Bán phụ tùng và các bộ phận phụ trợ của mô tô, xe máy, Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống, Bán buôn thực phẩm, Bán buôn vải, hàng may sẵn, giày dép, Bán buôn đồ dùng khác cho gia đình, Bán buôn thiết bị và linh kiện điện tử, viễn thông, Bán buôn máy móc, thiết bị và phụ tùng máy khác, Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng, Bán lẻ lương thực, thực phẩm, đồ uống, thuốc lá, thuốc lào chiếm tỷ trọng lớn trong các cửa hàng kinh doanh tổng hợp, Bán lẻ thực phẩm trong các cửa hàng chuyên doanh, Bán lẻ đồ ngũ kim, sơn, kính và thiết bị lắp đặt khác trong xây dựng trong các cửa hàng chuyên doanh, Bán lẻ thuốc, dụng cụ y tế, mỹ phẩm và vật phẩm vệ sinh trong các cửa hàng chuyên doanh, Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh, Vận tải hành khách đường bộ khác, Vận tải hàng hóa bằng đường bộ, Nhà hàng và các dịch vụ ăn uống phục vụ lưu động, Hoạt động cấp tín dụng khác, Hoạt động hỗ trợ dịch vụ tài chính chưa được phân vào đâu, Hoạt động tư vấn quản lý, Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan, Kiểm tra và phân tích kỹ thuật, Quảng cáo, Nghiên cứu thị trường và thăm dò dư luận, Hoạt động chuyên môn, khoa học và công nghệ khác chưa được phân vào đâu, Dịch vụ hỗ trợ liên quan đến quảng bá và tổ chức tua du lịch, Tổ chức giới thiệu và xúc tiến thương mại, Hoạt động dịch vụ hỗ trợ kinh doanh khác còn lại chưa được phân vào đâu, Đào tạo sơ cấp, Đào tạo đại học, Đào tạo thạc sỹ, Giáo dục khác chưa được phân vào đâu, Dịch vụ hỗ trợ giáo dục",/0101411687-006-chi-nhanh-mien-trung-cong-ty-co-phan-tap-doan-dau-tu-xay-dung-a-dong-tai-hue
Miền Trung,Miền Trung,Huế,CÔNG TY TNHH MỘT THÀNH VIÊN TRÙNG PHƯƠNG – LĂNG CÔ,,,3301609898,"495A Đường Lạc Long Quân, Tổ dân phố An Cư Tân, Thị Trấn Lăng Cô, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN ĐỨC LINH,0914473899,2017-05-29,Thành phố Huế - VP Chi cục Thuế khu vực XII,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2025-05-23 20:17:01,Xây dựng công trình kỹ thuật dân dụng khác,"4101, 4102, 4299, 4330, 4634, 5510, 5590, 5610, 5621, 5629, 5630, 6810, 7911, 7912, 7990, 9311, 9312, 9610, 9620","Xây dựng nhà để ở, Xây dựng nhà không để ở, Xây dựng công trình kỹ thuật dân dụng khác, Hoàn thiện công trình xây dựng, Bán buôn sản phẩm thuốc lá, thuốc lào, Dịch vụ lưu trú ngắn ngày, Cơ sở lưu trú khác, Nhà hàng và các dịch vụ ăn uống phục vụ lưu động, Cung cấp dịch vụ ăn uống theo hợp đồng không thường xuyên với khách hàng (phục vụ tiệc, hội họp, đám cưới...), Dịch vụ ăn uống khác, Dịch vụ phục vụ đồ uống, Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê, Đại lý du lịch, Điều hành tua du lịch, Dịch vụ đặt chỗ và các dịch vụ hỗ trợ liên quan đến quảng bá và tổ chức tua du lịch, Hoạt động của các cơ sở thể thao, Hoạt động của các câu lạc bộ thể thao, Dịch vụ tắm hơi, massage và các dịch vụ tăng cường sức khoẻ tương tự (trừ hoạt động thể thao), Giặt là, làm sạch các sản phẩm dệt và lông thú",/3301609898-cong-ty-tnhh-mot-thanh-vien-trung-phuong-lang-co
Miền Trung,Miền Trung,Huế,CÔNG TY TRÁCH NHIỆM HỮU HẠN XÂY DỰNG SONG LONG NGUYÊN,,,3301543566,"416 Lạc Long Quân, Thị Trấn Lăng Cô, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",Nguyễn Đăng Phán,01216787525,2014-03-12,Đội Thuế huyện Phú Lộc,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Ngừng hoạt động nhưng chưa hoàn thành thủ tục đóng MST,2025-05-23 13:45:01,Lắp đặt hệ thống điện,"3313, 4100, 4321, 4322","Sửa chữa thiết bị điện tử và quang học, Xây dựng nhà các loại, Lắp đặt hệ thống điện, Lắp đặt hệ thống cấp, thoát nước, lò sưởi và điều hoà không khí",/3301543566-cong-ty-trach-nhiem-huu-han-xay-dung-song-long-nguyen
Miền Trung,Miền Trung,Huế,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG DU LỊCH HỒNG PHÚC,,,3301573095,"Thôn Lập An, Thị Trấn Lăng Cô, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",ĐINH TRƯỜNG CHINH,0983464368,2015-11-19,Thành phố Huế - VP Chi cục Thuế khu vực XII,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2025-05-23 04:37:02,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng","0321, 0810, 1104, 1610, 1621, 1622, 1629, 2391, 2392, 2393, 2394, 2399, 3100, 4100, 4210, 4220, 4290, 4312, 4620, 4659, 4663, 4724, 4773, 4932, 4933, 5021, 5022, 5229, 5510, 5610, 5630, 7721, 7911, 7912, 7920, 8230, 8532, 9610","Nuôi trồng thuỷ sản biển, Khai thác đá, cát, sỏi, đất sét, Sản xuất đồ uống không cồn, nước khoáng, Cưa, xẻ, bào gỗ và bảo quản gỗ, Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác, Sản xuất đồ gỗ xây dựng, Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rơm, rạ và vật liệu tết bện, Sản xuất sản phẩm chịu lửa, Sản xuất vật liệu xây dựng từ đất sét, Sản xuất sản phẩm gốm sứ khác, Sản xuất xi măng, vôi và thạch cao, Sản xuất sản phẩm từ chất khoáng phi kim loại khác chưa được phân vào đâu, Sản xuất giường, tủ, bàn, ghế, Xây dựng nhà các loại, Xây dựng công trình đường sắt và đường bộ, Xây dựng công trình công ích, Xây dựng công trình kỹ thuật dân dụng khác, Chuẩn bị mặt bằng, Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống, Bán buôn máy móc, thiết bị và phụ tùng máy khác, Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng, Bán lẻ sản phẩm thuốc lá, thuốc lào trong các cửa hàng chuyên doanh, Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh, Vận tải hành khách đường bộ khác, Vận tải hàng hóa bằng đường bộ, Vận tải hành khách đường thuỷ nội địa, Vận tải hàng hóa đường thuỷ nội địa, Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải, Dịch vụ lưu trú ngắn ngày, Nhà hàng và các dịch vụ ăn uống phục vụ lưu động, Dịch vụ phục vụ đồ uống, Cho thuê thiết bị thể thao, vui chơi giải trí, Đại lý du lịch, Điều hành tua du lịch, Dịch vụ hỗ trợ liên quan đến quảng bá và tổ chức tua du lịch, Tổ chức giới thiệu và xúc tiến thương mại, Đào tạo trung cấp, Dịch vụ tắm hơi, massage và các dịch vụ tăng cường sức khoẻ tương tự (trừ hoạt động thể thao)",/3301573095-cong-ty-co-phan-dau-tu-xay-dung-du-lich-hong-phuc
Miền Trung,Miền Trung,Huế,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN LINH ANH,,,3300219542,"188 Lạc Long Quân, Thị Trấn Lăng Cô, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN VĂN ANH,0905222391,2007-01-25,Đội Thuế huyện Phú Lộc,Công ty trách nhiệm hữu hạn ngoài NN,Không hoạt động tại địa chỉ đã đăng ký,2025-05-22 14:58:01,"Bảo dưỡng, sửa chữa ô tô và xe có động cơ khác","4520, 4932, 5510, 5610","Bảo dưỡng, sửa chữa ô tô và xe có động cơ khác, Vận tải hành khách đường bộ khác, Dịch vụ lưu trú ngắn ngày, Nhà hàng và các dịch vụ ăn uống phục vụ lưu động",/3300219542-cong-ty-trach-nhiem-huu-han-mot-thanh-vien-linh-anh
