mien,khu_vuc,tinh,name,name_short,name_global,tax,address,representative,phone,active_date,manage_by,category,status,last_update,conpany_briefcase,career_code,career_name,slug
Miền Trung,Miền Trung,Huế,CÔNG TY TRÁCH NHIỆM HỮU HẠN HOÀNG ANH XÊ PÔN,,,3301596409,"Tổ dân phố Tân Lập, Thị Trấn Phong Điền, Huyện Phong Điền, Tỉnh Thừa Thiên Huế, Việt Nam",Hoàng Khiển,,2016-10-20,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Ngừng hoạt động nhưng chưa hoàn thành thủ tục đóng MST,2025-05-23 22:29:01,"Khai thác đá, cát, sỏi, đất sét","0810, 0899, 4210, 4290","Khai thác đá, cát, sỏi, đất sét, Khai khoáng khác chưa được phân vào đâu, Xây dựng công trình đường sắt và đường bộ, Xây dựng công trình kỹ thuật dân dụng khác",/3301596409-cong-ty-trach-nhiem-huu-han-hoang-anh-xe-pon
Miền Trung,Miền Trung,Huế,CÔNG TY TNHH SP BIO ENERGY,"SP BIO ENERGY LTD., CO",SP BIO ENERGY LIMITED COMPANY,3301595349,"Lô CN-31-32-33-34, Khu C, KCN Phong Điền, Thị Trấn Phong Điền, Huyện Phong Điền, Tỉnh Thừa Thiên Huế, Việt Nam",PARK BOUNG HUI,(84) 2343511698,2016-10-03,Thành phố Huế - VP Chi cục Thuế khu vực XII,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Không hoạt động tại địa chỉ đã đăng ký,2025-05-23 20:28:01,"Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác","1621, 1629","Sản xuất gỗ dán, gỗ lạng, ván ép và ván mỏng khác, Sản xuất sản phẩm khác từ gỗ; sản xuất sản phẩm từ tre, nứa, rơm, rạ và vật liệu tết bện",/3301595349-cong-ty-tnhh-sp-bio-energy
Miền Trung,Miền Trung,Huế,CÔNG TY TNHH MỘT THÀNH VIÊN LÊ CÔNG THIỆN,,,3301594433,"55 Hiền Sỹ, Thị Trấn Phong Điền, Huyện Phong Điền, Tỉnh Thừa Thiên Huế, Việt Nam",Lê Hoàng Công Tâm,0934731574,2016-09-12,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Công ty trách nhiệm hữu hạn ngoài NN,Ngừng hoạt động nhưng chưa hoàn thành thủ tục đóng MST,2025-05-23 19:03:01,Xây dựng nhà các loại,"4100, 4311, 4312, 4321, 4390","Xây dựng nhà các loại, Phá dỡ, Chuẩn bị mặt bằng, Lắp đặt hệ thống điện, Hoạt động xây dựng chuyên dụng khác",/3301594433-cong-ty-tnhh-mot-thanh-vien-le-cong-thien
Miền Trung,Miền Trung,Huế,CÔNG TY CỔ PHẦN BẢO TOÀN A - MAI LINH,,,3300484445,"Thôn Khánh Mỹ, Thị trấn Phong Điền, , Thị xã Phong Điền, Thành phố Huế",Trần Mạnh Chuẩn,,2007-05-06,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Công ty cổ phần ngoài NN,Ngừng hoạt động và đã đóng MST,2025-05-22 14:47:02,,,,/3300484445-cong-ty-co-phan-bao-toan-a-mai-linh
Miền Trung,Miền Trung,Huế,DOANH NGHIỆP TƯ NHÂN HẰNG CHÂU,,,3300358289,"Chợ Phò Trạch, Thị Trấn Phong Điền, Huyện Phong Điền, Tỉnh Thừa Thiên Huế, Việt Nam",LÊ XUÂN CÔNG,0706203905,2004-02-24,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Doanh nghiệp tư nhân,Đang hoạt động (đã được cấp GCN ĐKT),2025-05-22 12:30:01,Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh,"3211, 4773","Sản xuất đồ kim hoàn và chi tiết liên quan, Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh",/3300358289-doanh-nghiep-tu-nhan-hang-chau
Miền Trung,Miền Trung,Huế,CÔNG TY TRÁCH NHIỆM HỮU HẠN PHONG HÒA,,,3300375100,"Thôn Khánh Mỹ, Thị Trấn Phong Điền, Huyện Phong Điền, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN ĐĂNG DŨNG,02343551361,2005-06-13,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Tạm nghỉ kinh doanh có thời hạn,2025-05-22 12:26:01,Xây dựng công trình kỹ thuật dân dụng khác,"1610, 3312, 4212, 4222, 4229, 4299, 4312, 4321, 4322, 4329, 4330, 4652, 4663, 4933, 5510, 5610, 7710","Cưa, xẻ, bào gỗ và bảo quản gỗ, Sửa chữa máy móc, thiết bị, Xây dựng công trình đường bộ, Xây dựng công trình cấp, thoát nước, Xây dựng công trình công ích khác, Xây dựng công trình kỹ thuật dân dụng khác, Chuẩn bị mặt bằng, Lắp đặt hệ thống điện, Lắp đặt hệ thống cấp, thoát nước, lò sưởi và điều hoà không khí, Lắp đặt hệ thống xây dựng khác, Hoàn thiện công trình xây dựng, Bán buôn thiết bị và linh kiện điện tử, viễn thông, Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng, Vận tải hàng hóa bằng đường bộ, Dịch vụ lưu trú ngắn ngày, Nhà hàng và các dịch vụ ăn uống phục vụ lưu động, Cho thuê xe có động cơ",/3300375100-cong-ty-trach-nhiem-huu-han-phong-hoa
Miền Trung,Miền Trung,Huế,DNTN TRÙNG DƯƠNG,,,3300338162,"Thị trấn Phong điền, , Thị xã Phong Điền, Thành phố Huế",Phan Thị Tem,551216,2001-11-28,Thành phố Huế - VP Chi cục Thuế khu vực XII,Doanh nghiệp tư nhân,Không hoạt động tại địa chỉ đã đăng ký,2025-05-22 11:53:01,,,,/3300338162-dntn-trung-duong
Miền Trung,Miền Trung,Huế,PHÒNG GIÁO DỤC PHONG ĐIỀN,,,3300323670,"Thị Trấn Phong Điền, Thị trấn Phong Điền, Thị xã Phong Điền, Thành phố Huế",Nguyễn Văn Phúc,,2001-02-21,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),2025-05-22 11:04:01,,,,/3300323670-phong-giao-duc-phong-dien
Miền Trung,Miền Trung,Huế,XÍ NGHIỆP XÂY DỰNG PHONG THU,,,3300304452,"Thị trấn Phong điền - Phong Điền - TT Huế, Thị Trấn Phong Điền, Huyện Phong Điền, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN NGỌC NHẠC,551306,1999-03-19,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Doanh nghiệp tư nhân,Ngừng hoạt động nhưng chưa hoàn thành thủ tục đóng MST,2025-05-22 10:56:01,,,,/3300304452-xi-nghiep-xay-dung-phong-thu
Miền Trung,Miền Trung,Huế,CHI CỤC THI HÀNH ÁN DÂN SỰ THỊ XÃ PHONG ĐIỀN,,,3300304149,"47 Phò Trạch, Phường Phong Thu, Thị xã Phong Điền, Thành phố Huế",Hồ Ngọc Minh,,1999-05-27,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),2025-05-22 10:47:01,,,,/3300304149-chi-cuc-thi-hanh-an-dan-su-thi-xa-phong-dien
Miền Trung,Miền Trung,Huế,DOANH NGHIỆP TƯ NHÂN QUYẾT TIẾN,,,3300347953,"Thị Trấn Phong Điền, Huyện Phong Điền, Tỉnh Thừa Thiên Huế, Việt Nam",TRẦN ĐÌNH KHƯƠNG,054551249,2002-07-15,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Doanh nghiệp tư nhân,Ngừng hoạt động nhưng chưa hoàn thành thủ tục đóng MST,2025-05-22 10:30:01,,,,/3300347953-doanh-nghiep-tu-nhan-quyet-tien
Miền Trung,Miền Trung,Huế,DOANH NGHIỆP TƯ NHÂN HÀNG VÀNG CHUẨN NGỌC,,,3300297759,"Thôn Trạch Thượng 1, Thị Trấn Phong Điền, Huyện Phong Điền, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN HỮU HAI,0903531972,2004-08-24,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Doanh nghiệp tư nhân,Đang hoạt động (đã được cấp GCN ĐKT),2025-05-22 10:01:01,Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh,"3211, 4773","Sản xuất đồ kim hoàn và chi tiết liên quan, Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh",/3300297759-doanh-nghiep-tu-nhan-hang-vang-chuan-ngoc
Miền Trung,Miền Trung,Huế,HTX MÔI TRƯỜNG PHONG ĐIỀN,,,3301386017,"TDP Khánh Mỹ, Thị trấn Phong Điền, Thị xã Phong Điền, Thành phố Huế",Trương Viết Cường,,2012-01-11,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Hợp tác xã,Ngừng hoạt động và đã đóng MST,2025-05-21 19:33:01,,,,/3301386017-htx-moi-truong-phong-dien
Miền Trung,Miền Trung,Huế,TRUNG TÂM PHÁT TRIỂN QUỸ ĐẤT THỊ XÃ PHONG ĐIỀN,,,3301410414,"33 Phò Trạch, Phường Phong Thu, Thị xã Phong Điền, Thành phố Huế",Hoàng Ngọc Hòa,02343761918,2011-01-05,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),2025-05-21 19:24:01,,,,/3301410414-trung-tam-phat-trien-quy-dat-thi-xa-phong-dien
Miền Trung,Miền Trung,Huế,ĐÀI TRUYỀN THANH HUYỆN PHONG ĐIỀN,,,3301410830,"Thị Trấn Phong Điền, Thị trấn Phong Điền, Thị xã Phong Điền, Thành phố Huế",Nguyễn Hồng Thắng,,2012-03-15,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,"Đơn vị hành chính, đơn vị sự nghiệp",Ngừng hoạt động và đã đóng MST,2025-05-21 19:22:01,,,,/3301410830-dai-truyen-thanh-huyen-phong-dien
Miền Trung,Miền Trung,Huế,TRUNG TÂM GIÁO DỤC THƯỜNG XUYÊN PHONG ĐIỀN,,,3301136465,"Đường Văn Lang, Thị trấn Phong Điền, Thị xã Phong Điền, Thành phố Huế",Võ Thành Tâm,,2009-12-24,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Các tổ chức kinh tế khác,Ngừng hoạt động và đã đóng MST,2025-05-21 16:58:01,,,,/3301136465-trung-tam-giao-duc-thuong-xuyen-phong-dien
Miền Trung,Miền Trung,Huế,PHÒNG LAO ĐỘNG THƯƠNG BINH VÀ XÃ HỘI,,,3301170508,"TT Phong Điền, Thị trấn Phong Điền, Thị xã Phong Điền, Thành phố Huế",Nguyễn Văn Lương,,2010-04-02,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),2025-05-21 16:56:01,,,,/3301170508-phong-lao-dong-thuong-binh-va-xa-hoi
Miền Trung,Miền Trung,Huế,"PHÒNG VĂN HÓA, KHOA HỌC VÀ THÔN TIN THỊ XÃ PHONG ĐIỀN",,,3301186297,"Kiệt 39 Phò Trạch, Phường Phong Thu, Thị xã Phong Điền, Thành phố Huế",Nguyễn Hồng Thắng,,2010-05-14,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),2025-05-21 16:48:01,,,,/3301186297-phong-van-hoa-khoa-hoc-va-thon-tin-thi-xa-phong-dien
Miền Trung,Miền Trung,Huế,HỘI CHỬ THẬP ĐỎ HUYỆN PHONG ĐIỀN,,,3300881266,"Thị trấn Phong Điền, Thị trấn Phong Điền, Thị xã Phong Điền, Thành phố Huế",Nguyễn Đình Ngọc,0543551222,2009-03-28,Thị xã Phong Điền - Đội Thuế liên huyện Hương Điền,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),2025-05-21 16:34:01,,,,/3300881266-hoi-chu-thap-do-huyen-phong-dien
