mien,khu_vuc,tinh,name,name_short,name_global,tax,address,representative,phone,active_date,manage_by,category,status,last_update,conpany_briefcase,career_code,career_name,slug
Miền Trung,Miền Trung,Huế,DOANH NGHIỆP TƯ NHÂN NHA HỒNG ANH,,,3301662228,"80 Lý Thái Tông, Thị Trấn Phú Lộc, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",PHAN THỊ HIẾU,0905093812,2019-11-05,Đội Thuế huyện Phú Lộc,Doanh nghiệp tư nhân,Ngừng hoạt động và đã đóng MST,2025-06-09 07:42:01,"Hoạt động của các phòng khám đa khoa, chuyên khoa và nha khoa",8620,"Hoạt động của các phòng khám đa khoa, chuyên khoa và nha khoa",/3301662228-doanh-nghiep-tu-nhan-nha-hong-anh
Miền Trung,Miền Trung,Huế,NGÂN HÀNG TMCP CÔNG THƯƠNG VIỆT NAM - CHI NHÁNH NAM THỪA THIÊN HUẾ PHÒNG GIAO DỊCH CẦU HAI,,,0100111948-229,"Lý Thánh Tông, khu vực 3, Thị Trấn Phú Lộc, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN VIỆT DŨNG,0439421030,2011-03-28,Cục Thuế Thành phố Hà Nội,Công ty cổ phần ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2024-06-20 09:23:55,Hoạt động trung gian tiền tệ khác,6419,Hoạt động trung gian tiền tệ khác,/0100111948-229-ngan-hang-tmcp-cong-thuong-viet-nam-chi-nhanh-nam-thua-thien-hue-phong-giao-dich-cau-hai
Miền Trung,Miền Trung,Huế,CÔNG TY TNHH MTV NÔNG LÂM NGHIỆP NGỌC PHƯƠNG THẢO,,,3301617874,"Tổ dân phố 3, Thị Trấn Phú Lộc, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN HỒNG,,2017-12-14,Đội Thuế huyện Phú Lộc,Công ty trách nhiệm hữu hạn ngoài NN,Không hoạt động tại địa chỉ đã đăng ký,2025-06-06 10:33:01,"Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng","0210, 0221, 4100, 4210, 4290, 4311, 4312, 4330, 4390, 4620, 4663, 4933","Trồng rừng và chăm sóc rừng, Khai thác gỗ, Xây dựng nhà các loại, Xây dựng công trình đường sắt và đường bộ, Xây dựng công trình kỹ thuật dân dụng khác, Phá dỡ, Chuẩn bị mặt bằng, Hoàn thiện công trình xây dựng, Hoạt động xây dựng chuyên dụng khác, Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống, Bán buôn vật liệu, thiết bị lắp đặt khác trong xây dựng, Vận tải hàng hóa bằng đường bộ",/3301617874-cong-ty-tnhh-mtv-nong-lam-nghiep-ngoc-phuong-thao
Miền Trung,Miền Trung,Huế,CÔNG TY TNHH ĐẦU TƯ TM VÀ DV THỦY THANH,,,3301627054,"Đường Lê Dõng, TDP 3, Thị Trấn Phú Lộc, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN THỊ THU THỦY,0913133372,2018-04-23,Đội Thuế huyện Phú Lộc,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Ngừng hoạt động và đã đóng MST,2025-06-06 03:19:01,"Dịch vụ tắm hơi, massage và các dịch vụ tăng cường sức khoẻ tương tự (trừ hoạt động thể thao)","2023, 4649, 4659, 4669, 4772, 7310, 8532, 8552, 9610, 9631, 9639","Sản xuất mỹ phẩm, xà phòng, chất tẩy rửa, làm bóng và chế phẩm vệ sinh, Bán buôn đồ dùng khác cho gia đình, Bán buôn máy móc, thiết bị và phụ tùng máy khác, Bán buôn chuyên doanh khác chưa được phân vào đâu, Bán lẻ thuốc, dụng cụ y tế, mỹ phẩm và vật phẩm vệ sinh trong các cửa hàng chuyên doanh, Quảng cáo, Đào tạo trung cấp, Giáo dục văn hoá nghệ thuật, Dịch vụ tắm hơi, massage và các dịch vụ tăng cường sức khoẻ tương tự (trừ hoạt động thể thao), Cắt tóc, làm đầu, gội đầu, Hoạt động dịch vụ phục vụ cá nhân khác còn lại chưa được phân vào đâu",/3301627054-cong-ty-tnhh-dau-tu-tm-va-dv-thuy-thanh
Miền Trung,Miền Trung,Huế,CÔNG TY TNHH MTV TMDV UYÊN NGUYỄN,,,3301632128,"Tổ dân phố Đá Bạc, Thị Trấn Phú Lộc, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN HỮU CƯỜNG,0935533929,2018-08-06,Đội Thuế huyện Phú Lộc,Công ty trách nhiệm hữu hạn ngoài NN,Ngừng hoạt động nhưng chưa hoàn thành thủ tục đóng MST,2025-06-05 14:33:01,Hoạt động viễn thông không dây,"1410, 1811, 1812, 2310, 2393, 4100, 4321, 4322, 4330, 4610, 4641, 4649, 4651, 4652, 4759, 6120, 7310, 8230","May trang phục (trừ trang phục từ da lông thú), In ấn, Dịch vụ liên quan đến in, Sản xuất thuỷ tinh và sản phẩm từ thuỷ tinh, Sản xuất sản phẩm gốm sứ khác, Xây dựng nhà các loại, Lắp đặt hệ thống điện, Lắp đặt hệ thống cấp, thoát nước, lò sưởi và điều hoà không khí, Hoàn thiện công trình xây dựng, Đại lý, môi giới, đấu giá, Bán buôn vải, hàng may sẵn, giày dép, Bán buôn đồ dùng khác cho gia đình, Bán buôn máy vi tính, thiết bị ngoại vi và phần mềm, Bán buôn thiết bị và linh kiện điện tử, viễn thông, Bán lẻ đồ điện gia dụng, giường, tủ, bàn, ghế và đồ nội thất tương tự, đèn và bộ đèn điện, đồ dùng gia đình khác chưa được phân vào đâu trong các cửa hàng chuyên doanh, Hoạt động viễn thông không dây, Quảng cáo, Tổ chức giới thiệu và xúc tiến thương mại",/3301632128-cong-ty-tnhh-mtv-tmdv-uyen-nguyen
Miền Trung,Miền Trung,Huế,VĂN PHÒNG ĐẠI DIỆN PHÚ LỘC THUỘC CÔNG TY TNHH SÁNG THANH BÌNH,"VPĐDSTB CO., LTD",,3301524475-001,"183 Lý Thánh Tông, Thị Trấn Phú Lộc, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",LÊ BÌNH,02343 676466,2015-05-21,Quận Thuận Hóa - Đội Thuế liên huyện Thuận Hóa - Phú Xuân,Công ty trách nhiệm hữu hạn 2 thành viên trở lên ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2025-06-05 00:47:01,,,,/3301524475-001-van-phong-dai-dien-phu-loc-thuoc-cong-ty-tnhh-sang-thanh-binh
Miền Trung,Miền Trung,Huế,DOANH NGHIỆP TƯ NHÂN HÀNG VÀNG KIM HUÊ,,,3300208484,"Huyện Phú Lộc, Thành phố Huế",Trần Thị Huê,0973577204,1998-09-29,Chi cục Thuế huyện Phú Lộc,Hộ kinh doanh cá thể,Đang hoạt động (đã được cấp GCN ĐKT),2025-02-12 00:30:02,,,,/3300208484-tran-thi-hue
Miền Trung,Miền Trung,Huế,NGÂN HÀNG NÔNG NGHIỆP VÀ PTNT HUYỆN PHÚ LỘC,,,3300101290-006,"Thị Trấn Phú Lộc, , Huyện Phú Lộc, Thành phố Huế",Trần Sa,054871205,1998-09-21,Thành phố Huế - VP Chi cục Thuế khu vực XII,Nhà nước,Ngừng hoạt động nhưng chưa hoàn thành thủ tục đóng MST,2025-05-30 00:16:01,,,,/3300101290-006-ngan-hang-nong-nghiep-va-ptnt-huyen-phu-loc
Miền Trung,Miền Trung,Huế,VƯỜN QUỐC GIA BẠCH MÃ,,,3300305784,"Thị trấn Phú lộc, Thị trấn Phú Lộc, Huyện Phú Lộc, Thành phố Huế",Nguyễn Vũ Linh,871258,1999-07-01,Thành phố Huế - VP Chi cục Thuế khu vực XII,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),2025-05-30 00:13:01,,,,/3300305784-vuon-quoc-gia-bach-ma
Miền Trung,Miền Trung,Huế,KHO BẠC NHÀ NƯỚC PHÚ LỘC,,,3300498416-003,"Thị trấn Phú Lộc, , Huyện Phú Lộc, Thành phố Huế",Hoàng Thị Sao,054871229,2007-06-14,Đội Thuế huyện Phú Lộc,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),2025-05-30 00:05:02,,,,/3300498416-003-kho-bac-nha-nuoc-phu-loc
Miền Trung,Miền Trung,Huế,MAI VĂN ĐÔNG,,,3301477144,"Tổ dân phố 6, Thị trấn Phú Lộc, Huyện Phú Lộc, Thành phố Huế",Mai Văn Đông,0543871227,2012-07-10,Đội Thuế huyện Phú Lộc,Hộ kinh doanh cá thể,Ngừng hoạt động và đã đóng MST,2025-05-29 23:59:01,Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh,"3211, 4773, 6499","Sản xuất đồ kim hoàn và chi tiết liên quan, Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh, Hoạt động dịch vụ tài chính khác chưa được phân vào đâu (trừ bảo hiểm và bảo hiểm xã hội)",/3301477144-mai-van-dong
Miền Trung,Miền Trung,Huế,MAI BÌNH,,,3301477137,"Khu vực 6, Thị trấn Phú Lộc, Huyện Phú Lộc, Thành phố Huế",Mai Bình,0543871232,2012-07-10,Đội Thuế huyện Phú Lộc,Hộ kinh doanh cá thể,Ngừng hoạt động nhưng chưa hoàn thành thủ tục đóng MST,2025-05-29 23:59:01,,,,/3301477137-mai-binh
Miền Trung,Miền Trung,Huế,PHÒNG LAO ĐỘNG THƯƠNG BINH VÀ XÃ HỘI HUYỆN PHÚ LỘC,,,3301493611,"TDP 3, Thị trấn Phú Lộc, Huyện Phú Lộc, Thành phố Huế",Nguyễn Ngọc Dũng,0543871217,2012-09-20,Đội Thuế huyện Phú Lộc,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),2025-05-29 23:58:02,,,,/3301493611-phong-lao-dong-thuong-binh-va-xa-hoi-huyen-phu-loc
Miền Trung,Miền Trung,Huế,HỘI KHUYẾN HỌC HUYỆN PHÚ LỘC,,,3301493869,"Khu vực 3, TT Phú Lộc, Thị trấn Phú Lộc, Huyện Phú Lộc, Thành phố Huế",Trần Văn Minh Quân,0543871222,2012-09-27,Đội Thuế huyện Phú Lộc,Các tổ chức kinh tế khác,Đang hoạt động (đã được cấp GCN ĐKT),2025-05-29 23:57:01,,,,/3301493869-hoi-khuyen-hoc-huyen-phu-loc
Miền Trung,Miền Trung,Huế,TRUNG TÂM DẠY NGHỀ PHÚ LỘC,,,3301494372,"Khu vực 3, TT Phú Lộc, Thị trấn Phú Lộc, Huyện Phú Lộc, Thành phố Huế",,01665948434,2012-10-01,Đội Thuế huyện Phú Lộc,"Đơn vị hành chính, đơn vị sự nghiệp",Ngừng hoạt động và đã đóng MST,2025-05-29 23:57:01,,,,/3301494372-trung-tam-day-nghe-phu-loc
Miền Trung,Miền Trung,Huế,CÔNG TY TNHH MỘT THÀNH VIÊN TAXI BẠCH MÃ,BẠCH MÃ TAXI,,3301517326,"Khu vực 4, Thị Trấn Phú Lộc, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",PHAN THANH DŨNG,0914480481,2013-05-08,Đội Thuế huyện Phú Lộc,Công ty trách nhiệm hữu hạn ngoài NN,Đang hoạt động (đã được cấp GCN ĐKT),2025-05-29 23:52:01,"Vận tải hành khách đường bộ trong nội thành, ngoại thành (trừ vận tải bằng xe buýt)","4931, 4933","Vận tải hành khách đường bộ trong nội thành, ngoại thành (trừ vận tải bằng xe buýt), Vận tải hàng hóa bằng đường bộ",/3301517326-cong-ty-tnhh-mot-thanh-vien-taxi-bach-ma
Miền Trung,Miền Trung,Huế,DOANH NGHIỆP TƯ NHÂN DỊCH VỤ MAY MINH TUYỀN,,,3301520110,"Khu vực 6, Thị Trấn Phú Lộc, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",ĐOÀN VIỆT ANH,01262 691 272,2013-06-20,Đội Thuế huyện Phú Lộc,Doanh nghiệp tư nhân,Ngừng hoạt động nhưng chưa hoàn thành thủ tục đóng MST,2025-05-29 23:51:02,Sản xuất hàng may sẵn (trừ trang phục),"1322, 1410, 4722, 4723, 4724","Sản xuất hàng may sẵn (trừ trang phục), May trang phục (trừ trang phục từ da lông thú), Bán lẻ thực phẩm trong các cửa hàng chuyên doanh, Bán lẻ đồ uống trong các cửa hàng chuyên doanh, Bán lẻ sản phẩm thuốc lá, thuốc lào trong các cửa hàng chuyên doanh",/3301520110-doanh-nghiep-tu-nhan-dich-vu-may-minh-tuyen
Miền Trung,Miền Trung,Huế,TỔ QUẢN LÝ VÀ PHÂN PHỐI NƯỚC,,,3301521114,"Thị trấn Phú Lộc, Thị trấn Phú Lộc, Huyện Phú Lộc, Thành phố Huế",,0543504796,2013-07-25,Đội Thuế huyện Phú Lộc,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (được cấp thông báo MST),2025-05-29 23:50:01,,,,/3301521114-to-quan-ly-va-phan-phoi-nuoc
Miền Trung,Miền Trung,Huế,HỢP TÁC XÃ THƯƠNG MẠI-DỊCH VỤ CHỢ CẦU HAI,,,3301524186,"Tổ dân phố 6, Thị trấn Phú Lộc, Huyện Phú Lộc, Thành phố Huế",Nguyễn Kim Tựu,0985159667,2013-10-28,Đội Thuế huyện Phú Lộc,Hợp tác xã,Đang hoạt động (đã được cấp GCN ĐKT),2025-05-29 23:48:01,,,,/3301524186-hop-tac-xa-thuong-mai-dich-vu-cho-cau-hai
Miền Trung,Miền Trung,Huế,"HỘI ĐỒNG BỒI THƯỜNG, HỖ TRỢ TÁI ĐỊNH CƯ CÁC DỰ ÁN TRỌNG ĐIỂM TRÊN ĐỊA BÀN HUYỆN PHÚ LỘC",,,3301526828,"KV2, Thị trấn Phú Lộc, Huyện Phú Lộc, Thành phố Huế",,,2013-11-28,Đội Thuế huyện Phú Lộc,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (được cấp thông báo MST),2025-05-29 23:47:01,,,,/3301526828-hoi-dong-boi-thuong-ho-tro-tai-dinh-cu-cac-du-an-trong-diem-tren-dia-ban-huyen-phu-loc
Miền Trung,Miền Trung,Huế,BAN CHỈ HUY QUÂN SỰ HUYỆN PHÚ LỘC,,,3301537019,"106 Lý Thánh Tông, Thị trấn Phú Lộc, Huyện Phú Lộc, Thành phố Huế",Trần Chí Thanh,,2013-12-30,Đội Thuế huyện Phú Lộc,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (được cấp thông báo MST),2025-05-29 23:46:01,,,,/3301537019-ban-chi-huy-quan-su-huyen-phu-loc
Miền Trung,Miền Trung,Huế,DOANH NGHIỆP TƯ NHÂN VÀNG BẠC ĐÁ QUÝ KIM TRUNG,,,3301545683,"Chợ cầu hai, Thị Trấn Phú Lộc, Huyện Phú Lộc, Tỉnh Thừa Thiên Huế, Việt Nam",LÊ NHẬT TRUNG,0386063327,2014-05-12,Đội Thuế huyện Phú Lộc,Doanh nghiệp tư nhân,Đang hoạt động (đã được cấp GCN ĐKT),2025-05-29 23:42:01,Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh,"4662, 4773, 6492","Bán buôn kim loại và quặng kim loại, Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh, Hoạt động cấp tín dụng khác",/3301545683-doanh-nghiep-tu-nhan-vang-bac-da-quy-kim-trung
